5.855607986450195312e-01,2.510403692722320557e-01,6.332075595855712891e-01,-2.450434714555740356e-01,5.060773342847824097e-02,-3.084945976734161377e-01,6.397017836570739746e-01,1.111144945025444031e-01,-6.693783402442932129e-01,-2.543290555477142334e-01,1.116635441780090332e+00,-2.751757204532623291e-02,-3.943116962909698486e-01,-9.068222641944885254e-01,2.060133516788482666e-01,1.930973082780838013e-01,1.971435993909835815e-01,4.287868142127990723e-01,-1.077589690685272217e-01,-1.641109436750411987e-01
9.945853948593139648e-01,-1.343039274215698242e+00,-2.460206508636474609e+00,-1.257534861564636230e+00,-3.252525627613067627e-01,-1.314162313938140869e-01,-1.924900174140930176e+00,-1.633249521255493164e+00,6.524537801742553711e-01,1.800847351551055908e-01,-1.657905578613281250e-01,2.363003730773925781e+00,2.183057785034179688e+00,4.542097449302673340e-03,-5.369182229042053223e-01,-6.704315543174743652e-01,1.500162482261657715e+00,-1.459781408309936523e+00,6.751452684402465820e-01,-1.454046726226806641e+00
2.497474908828735352e+00,4.029335379600524902e-01,3.092972040176391602e-01,9.932404160499572754e-01,-1.280580878257751465e+00,-7.475442290306091309e-01,-1.094279050827026367e+00,1.512737870216369629e+00,-7.363319396972656250e-01,-1.025377273559570312e+00,9.834961295127868652e-01,1.008502840995788574e+00,1.601767897605895996e+00,1.716975122690200806e-01,-1.156362414360046387e+00,-9.643486142158508301e-01,1.081843495368957520e+00,-1.346382379531860352e+00,-2.341298758983612061e-01,6.768093705177307129e-01
2.126009464263916016e-01,1.105036020278930664e+00,-2.798629105091094971e-01,8.638353645801544189e-02,4.580453932285308838e-01,-3.505591303110122681e-02,-7.339412719011306763e-02,-1.395913213491439819e-02,-6.900539398193359375e-01,-1.682716310024261475e-01,1.283714413642883301e+00,-1.913247406482696533e-01,2.320963144302368164e-01,-1.017599254846572876e-01,2.286416888236999512e-01,-1.808867901563644409e-01,-2.089159637689590454e-01,-2.607637047767639160e-01,9.752325713634490967e-02,-9.080916047096252441e-01
3.365801572799682617e-01,1.829962581396102905e-01,-4.064957499504089355e-01,4.846294522285461426e-01,-1.679514348506927490e-01,1.309956312179565430e-01,3.491214513778686523e-01,-8.311851620674133301e-01,-1.448395103216171265e-01,6.501302123069763184e-01,1.242126584053039551e+00,-1.938064098358154297e-01,7.308707386255264282e-02,-2.782437205314636230e-01,-1.745062470436096191e-01,-1.273965686559677124e-01,5.884949862957000732e-02,2.934667468070983887e-01,-2.285690456628799438e-01,-1.722515225410461426e-01
4.896138310432434082e-01,-2.174375534057617188e+00,2.199174463748931885e-01,-4.125558435916900635e-01,-6.306797862052917480e-01,1.745207011699676514e-01,-1.583849310874938965e+00,-3.170061409473419189e-01,-8.918900489807128906e-01,-4.194939136505126953e-01,-4.083315730094909668e-01,1.300953507423400879e+00,-3.878842294216156006e-01,-1.427073627710342407e-01,1.209588050842285156e+00,-1.914631724357604980e+00,-1.245216280221939087e-01,-1.725931406021118164e+00,5.801633000373840332e-01,1.145189046859741211e+00
5.873157024383544922e+00,-5.515503406524658203e+00,3.871444702148437500e+00,-3.564918041229248047e+00,4.834555089473724365e-01,-1.785886883735656738e+00,-5.667375087738037109e+00,-2.114864349365234375e+00,1.627333164215087891e+00,-1.087891101837158203e+00,-2.014317989349365234e+00,4.194915771484375000e+00,-1.214068651199340820e+00,-1.806794285774230957e+00,4.103524684906005859e+00,-1.712086558341979980e+00,9.968141913414001465e-01,-4.270672321319580078e+00,2.373947143554687500e+00,1.893735289573669434e+00
7.878218293190002441e-01,-1.922293156385421753e-01,2.768157422542572021e-01,1.416297435760498047e+00,2.703883498907089233e-02,-1.065369963645935059e+00,-1.199449062347412109e+00,-8.029131293296813965e-01,-1.409820079803466797e+00,9.591327309608459473e-01,2.699848175048828125e+00,-9.751872420310974121e-01,1.062397480010986328e+00,-5.986195802688598633e-01,-2.814552783966064453e-01,1.430533289909362793e+00,-1.397542238235473633e+00,6.342288851737976074e-02,-7.032879590988159180e-01,8.463283181190490723e-01
-3.598327934741973877e-02,6.199493259191513062e-02,-6.127633154392242432e-03,9.589494764804840088e-02,1.633366942405700684e-01,2.225786447525024414e-04,-3.256365358829498291e-01,-2.616601288318634033e-01,-1.483847051858901978e-01,4.018627107143402100e-01,4.068637490272521973e-01,1.915070414543151855e-01,-5.568258464336395264e-03,-1.420926898717880249e-01,-5.847826600074768066e-03,-4.385337233543395996e-02,-3.640353083610534668e-01,-5.908372253179550171e-02,1.265862584114074707e-01,-2.298922538757324219e-01
4.137515276670455933e-02,8.470382541418075562e-02,6.641813367605209351e-02,-1.269871592521667480e-01,7.564537227153778076e-02,-2.321384251117706299e-01,1.353078186511993408e-01,-2.901790142059326172e-01,-3.265826404094696045e-02,-1.329876780509948730e-01,3.659445047378540039e-01,7.561265677213668823e-02,-8.190689235925674438e-02,-1.154057532548904419e-01,3.522671386599540710e-02,-1.831883639097213745e-01,1.714335381984710693e-02,-2.885707654058933258e-02,8.365672826766967773e-02,-4.872657358646392822e-02
