1.248796880245208740e-01,-3.593432605266571045e-01,8.930741548538208008e-01,2.387980520725250244e-01,-1.033987402915954590e+00,1.520814299583435059e-01,-8.336474299430847168e-01,3.180933892726898193e-01,-7.581053376197814941e-01,7.353680729866027832e-01,1.031167626380920410e+00,-2.018743753433227539e-01,1.000653505325317383e-01,-6.065251827239990234e-01,-1.129644215106964111e-01,3.873907923698425293e-01,-8.811028003692626953e-01,6.712068915367126465e-01,4.006679356098175049e-01,2.191887199878692627e-01
3.574287593364715576e-01,-3.207066655158996582e-01,6.058835387229919434e-01,6.443396806716918945e-01,-1.585000276565551758e+00,5.162607878446578979e-02,-1.245250225067138672e+00,2.879899144172668457e-01,-1.235119462013244629e+00,1.334146022796630859e+00,1.749456882476806641e+00,-6.571776866912841797e-01,1.834411919116973877e-01,-7.171600461006164551e-01,7.081682682037353516e-01,1.087648034095764160e+00,-1.103965282440185547e+00,1.391439318656921387e+00,1.055676043033599854e-01,7.543107494711875916e-03
8.153275847434997559e-01,9.260153770446777344e-01,-5.534156560897827148e-01,-7.898569107055664062e-01,9.571863710880279541e-02,-1.208063602447509766e+00,-1.168789267539978027e-01,1.327389776706695557e-01,-8.207671344280242920e-04,5.502423048019409180e-01,2.138993263244628906e+00,-1.893039792776107788e-01,1.410845756530761719e+00,3.309060037136077881e-01,-4.274706542491912842e-01,7.523151636123657227e-01,-1.184495210647583008e+00,-4.308454394340515137e-01,6.055800914764404297e-01,9.863581657409667969e-01
2.608826458454132080e-01,6.518906950950622559e-01,-6.076359748840332031e-01,-7.653815746307373047e-01,2.233284525573253632e-02,-6.265052556991577148e-01,-2.075492888689041138e-01,-5.864690989255905151e-02,4.191134497523307800e-02,5.166327357292175293e-01,1.607138514518737793e+00,2.644219696521759033e-01,1.429947853088378906e+00,1.489320397377014160e-01,-4.943557977676391602e-01,9.610657691955566406e-01,-6.333431005477905273e-01,-4.205482602119445801e-01,6.202632188796997070e-01,1.174728870391845703e+00
5.859616398811340332e-01,4.599938690662384033e-01,1.932125240564346313e-01,5.305143594741821289e-01,-3.752304315567016602e-01,-5.326173901557922363e-01,3.114217817783355713e-01,4.354023933410644531e-02,-3.889873027801513672e-01,-4.614040851593017578e-01,8.746790885925292969e-01,-1.733679473400115967e-01,3.164161145687103271e-01,-2.905893027782440186e-01,-5.045350193977355957e-01,-1.670496612787246704e-01,-1.103496551513671875e-01,-4.107715487480163574e-01,-2.493750452995300293e-01,-3.594594895839691162e-01
3.632598519325256348e-01,2.613785564899444580e-01,-1.934054940938949585e-01,8.448938131332397461e-01,-7.729294896125793457e-02,-7.405647635459899902e-01,6.723201870918273926e-01,-3.834580183029174805e-01,-5.411588549613952637e-01,-9.939287900924682617e-01,6.845963001251220703e-01,-2.740905582904815674e-01,5.960629582405090332e-01,-4.925937950611114502e-01,-9.483177214860916138e-02,-5.382854938507080078e-01,-6.669381856918334961e-01,1.263962239027023315e-01,-2.052612006664276123e-01,-3.547091186046600342e-01
3.652429580688476562e-01,-9.377611875534057617e-01,-7.003515958786010742e-01,-1.042821764945983887e+00,-5.830194354057312012e-01,-4.193373322486877441e-01,-1.695773005485534668e+00,4.971347749233245850e-01,-2.683270275592803955e-01,3.970394730567932129e-01,-1.379085183143615723e+00,2.091281890869140625e+00,4.154406785964965820e-01,2.352632135152816772e-01,1.897354245185852051e+00,-2.005015850067138672e+00,1.344665288925170898e+00,-2.363620996475219727e+00,8.143704533576965332e-01,5.880331993103027344e-01
1.009663581848144531e+00,3.100423514842987061e-01,-8.918826282024383545e-02,8.307044506072998047e-01,-3.258699476718902588e-01,-1.087249159812927246e+00,5.609162449836730957e-01,3.528393059968948364e-02,-4.205424785614013672e-01,-1.394469261169433594e+00,1.037334918975830078e+00,-3.629253804683685303e-01,3.851960897445678711e-01,-5.146329402923583984e-01,-6.411986947059631348e-01,-3.038995563983917236e-01,-1.894057095050811768e-01,-4.365035891532897949e-01,-1.537922024726867676e-02,-2.190093100070953369e-01
7.169833779335021973e-02,7.200273871421813965e-01,1.043265312910079956e-01,-1.909464001655578613e-01,-4.445017278194427490e-01,-3.491561114788055420e-01,-4.753566384315490723e-01,-8.918724209070205688e-02,7.141680717468261719e-01,2.630327939987182617e-01,7.919217348098754883e-01,1.857702434062957764e-01,9.364242553710937500e-01,-6.552263498306274414e-01,-1.097353473305702209e-01,6.598452329635620117e-01,-8.922798633575439453e-01,-9.844481348991394043e-01,9.862971305847167969e-02,3.218460381031036377e-01
2.546307146549224854e-01,7.940068244934082031e-01,-7.830938696861267090e-02,-9.607325792312622070e-01,4.793694913387298584e-01,-7.072100043296813965e-01,1.735888719558715820e-01,-6.174297332763671875e-01,-4.207872226834297180e-02,1.454978436231613159e-01,1.510549545288085938e+00,5.067108869552612305e-01,1.054517030715942383e+00,5.399418994784355164e-02,-6.581403017044067383e-01,4.421702623367309570e-01,-8.842841982841491699e-01,-3.003697395324707031e-01,1.186844110488891602e-01,6.924542784690856934e-01
